number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.49230769230769234,0.5,0.947945205479452,1.0,38
0.49230769230769234,0.125,0.36164383561643837,0.0,40
0.18461538461538463,0.0,1.0,0.0,135
0.03076923076923077,0.0,0.2273972602739726,0.5,400
0.07692307692307693,0.0,0.0,0.5,90
0.13846153846153847,0.0,0.024657534246575342,0.5,150
0.12307692307692308,0.0,0.4438356164383562,0.5,200
0.6615384615384616,0.0,0.17534246575342466,0.5,49
0.12307692307692308,0.125,0.3424657534246575,0.0,80
0.49230769230769234,0.75,0.019178082191780823,0.0,55
0.0,0.0,0.0,0.0,63
0.5538461538461539,0.125,0.8657534246575342,0.0,50
0.676923076923077,0.0,0.9095890410958904,0.5,249
0.06153846153846154,0.0,0.8273972602739726,0.0,60
0.0,0.0,0.3452054794520548,0.0,83
0.9384615384615385,0.125,0.1780821917808219,0.0,49
0.09230769230769231,0.125,0.0,0.0,48
0.03076923076923077,0.0,0.0,0.5,85
0.0,0.125,0.473972602739726,0.0,140
0.8923076923076924,0.125,0.0,0.0,119
0.07692307692307693,0.0,0.0,0.5,135
0.0,0.125,0.0,0.0,97
0.0,0.0,0.8273972602739726,0.0,100
0.0,0.0,0.410958904109589,0.5,208
0.046153846153846156,0.0,0.684931506849315,0.5,225
0.4153846153846154,0.0,0.3452054794520548,0.5,174
0.0,0.0,0.0,0.5,1200
0.38461538461538464,0.0,0.0,0.0,64
0.0,0.0,0.0,0.5,6000
0.03076923076923077,0.0,0.0,0.5,109
0.0,0.0,0.0,0.0,62
0.015384615384615385,0.0,0.936986301369863,0.5,225
0.0,0.0,0.0,0.5,205
0.15384615384615385,0.0,0.3424657534246575,0.0,50
0.015384615384615385,0.0,0.4273972602739726,0.0,80
0.5076923076923077,0.0,0.5452054794520548,0.5,95
0.4,0.0,0.057534246575342465,0.5,125
0.0,0.0,1.0,0.0,335
0.015384615384615385,0.25,0.0,0.0,85
0.0,0.125,0.0,0.0,90
0.2,0.125,0.0,0.0,140
0.0,0.0,0.0,0.5,120
0.7538461538461538,0.0,0.1643835616438356,0.5,180
0.18461538461538463,0.0,0.030136986301369864,0.5,179
0.07692307692307693,0.0,0.0,0.5,80
0.0,0.0,0.03561643835616438,0.5,100
0.12307692307692308,0.375,0.7506849315068493,0.5,239
0.2,0.0,0.0,0.5,149
0.03076923076923077,0.0,0.4876712328767123,0.5,375
0.0,0.0,0.4876712328767123,0.0,60
0.07692307692307693,0.0,0.7479452054794521,0.0,105
0.0,0.25,0.9863013698630138,0.5,275
0.015384615384615385,0.0,0.0,0.0,61
0.0,0.0,0.0,0.5,89
0.015384615384615385,0.0,0.0,0.0,75
0.0,0.0,0.0,0.5,147
0.09230769230769231,0.0,0.0,0.5,245
0.24615384615384617,0.0,0.0,0.0,55
0.35384615384615387,0.0,0.29863013698630136,0.5,129
0.16923076923076924,0.0,0.03561643835616438,0.5,89
0.015384615384615385,0.0,0.2356164383561644,0.0,50
0.06153846153846154,0.0,0.20821917808219179,0.5,220
0.046153846153846156,0.0,0.0,0.5,200
0.1076923076923077,0.0,0.2136986301369863,0.5,250
0.03076923076923077,0.0,0.0273972602739726,0.5,150
0.0,0.375,0.4904109589041096,0.0,80
0.046153846153846156,0.25,0.4931506849315069,0.5,170
0.0,0.0,0.0,0.5,550
0.36923076923076925,0.0,0.07397260273972603,0.5,150
0.046153846153846156,0.0,0.0,0.5,150
0.4,0.0,0.27945205479452057,0.5,250
0.0,0.0,0.0,1.0,58
0.046153846153846156,0.0,0.0,0.5,175
0.16923076923076924,0.125,0.21643835616438356,0.0,35
0.5538461538461539,0.0,0.8027397260273973,0.5,199
0.0,0.0,0.0,0.0,55
0.0,0.125,0.4794520547945206,0.0,60
0.06153846153846154,0.0,0.24383561643835616,0.5,175
0.5692307692307692,0.0,0.0,0.0,150
0.03076923076923077,0.0,0.0,0.0,50
0.015384615384615385,0.0,0.0,0.5,159
0.015384615384615385,0.0,0.0,0.0,106
0.0,0.0,0.0,0.0,50
0.3076923076923077,0.125,0.663013698630137,0.0,48
0.0,0.125,0.0,1.0,47
0.8769230769230769,0.125,0.7315068493150685,0.5,100
0.0,0.0,0.0,0.5,500
0.03076923076923077,0.125,0.0,0.0,50
0.13846153846153847,0.125,0.9205479452054794,0.0,75
0.0,0.0,0.0,0.0,100
0.0,0.25,0.2,0.0,50
0.0,0.0,0.11506849315068493,0.5,225
0.6000000000000001,0.0,0.904109589041096,0.5,500
0.18461538461538463,0.0,0.08767123287671233,0.5,250
0.046153846153846156,0.125,0.0,0.5,220
0.2153846153846154,0.0,0.0,0.0,65
0.0,0.0,0.18904109589041096,0.0,55
0.676923076923077,0.0,0.4931506849315069,0.5,385
0.03076923076923077,0.0,0.0,0.5,325
0.5846153846153846,0.5,0.12602739726027398,0.5,249
0.35384615384615387,0.0,0.2821917808219178,0.0,89
0.38461538461538464,0.0,0.25205479452054796,0.5,69
0.015384615384615385,0.0,0.0,0.0,50
0.03076923076923077,0.125,0.0,0.5,250
0.06153846153846154,0.0,0.0,0.0,85
0.09230769230769231,0.0,0.0,0.5,250
0.046153846153846156,0.0,0.0,0.0,75
0.015384615384615385,0.0,0.0,0.0,55
0.06153846153846154,0.0,0.4,0.0,90
0.0,0.375,0.0,0.5,100
0.015384615384615385,0.0,0.12328767123287672,0.5,375
0.0,0.25,0.0,0.5,175
0.24615384615384617,0.0,0.8794520547945206,0.5,227
0.07692307692307693,0.0,0.6767123287671233,0.5,799
0.06153846153846154,0.0,0.0,0.5,145
0.1076923076923077,0.0,0.0,0.0,70
0.046153846153846156,0.0,0.0,0.5,200
0.4153846153846154,0.0,0.8986301369863013,0.5,105
0.03076923076923077,0.125,0.5671232876712329,0.0,100
0.07692307692307693,0.125,0.9260273972602739,0.5,200
0.0,0.0,0.0,0.0,45
0.3076923076923077,0.0,0.0,0.0,75
0.06153846153846154,0.25,0.19452054794520549,0.0,50
0.5076923076923077,0.375,0.4,0.0,39
0.07692307692307693,0.0,0.0,0.5,225
0.12307692307692308,0.0,0.15616438356164383,0.0,45
0.0,0.0,0.0,0.5,200
1.0,0.0,0.0,0.0,104
0.03076923076923077,0.0,0.0,0.0,80
0.09230769230769231,0.0,0.0027397260273972603,0.5,130
0.1076923076923077,0.0,0.008219178082191782,0.5,90
0.18461538461538463,0.125,0.9780821917808219,0.0,80
0.2,0.0,0.6767123287671233,0.5,65
0.046153846153846156,0.625,1.0,0.0,220
0.0,0.0,0.0,0.0,90
0.0,0.375,0.736986301369863,0.0,299
0.0,0.0,0.04657534246575343,0.0,75
0.0,0.0,0.0,0.0,110
0.015384615384615385,0.625,0.0,0.0,90
0.2923076923076923,0.0,0.5041095890410959,0.5,170
0.5538461538461539,0.0,0.8438356164383561,0.5,200
0.09230769230769231,0.0,0.25205479452054796,0.5,250
0.03076923076923077,0.0,0.005479452054794521,0.5,200
0.18461538461538463,0.0,0.3287671232876712,0.0,70
0.0,0.0,0.0,0.0,50
0.47692307692307695,0.0,0.1589041095890411,0.5,250
0.676923076923077,0.0,0.21095890410958903,0.0,62
0.1076923076923077,0.0,0.6547945205479452,0.5,120
0.16923076923076924,0.0,0.3424657534246575,0.5,400
0.07692307692307693,0.0,0.0,0.0,89
0.0,0.0,0.0,0.0,70
0.015384615384615385,0.125,0.7917808219178082,0.5,1295
0.03076923076923077,0.125,0.0,0.0,114
0.06153846153846154,0.0,0.038356164383561646,0.5,550
0.36923076923076925,0.0,0.0,0.0,75
0.06153846153846154,0.0,0.0,0.0,50
0.5846153846153846,0.125,0.3589041095890411,0.0,182
0.015384615384615385,0.0,0.2273972602739726,0.5,180
0.1076923076923077,0.25,0.9616438356164384,0.0,35
0.38461538461538464,0.0,0.0,0.5,160
0.2,0.125,0.4301369863013699,0.0,65
0.015384615384615385,0.0,0.0,0.5,300
0.07692307692307693,0.625,1.0,1.0,30
0.03076923076923077,0.0,0.0,0.5,115
0.03076923076923077,0.0,0.0,0.0,75
0.15384615384615385,0.0,0.0273972602739726,0.5,100
0.0,0.0,1.0,0.0,150
0.1076923076923077,0.0,0.33424657534246577,0.5,140
0.046153846153846156,0.125,0.2684931506849315,0.5,325
0.06153846153846154,0.0,0.07945205479452055,0.5,190
0.07692307692307693,0.125,0.0,0.0,50
0.0,0.0,0.0,0.0,55
0.4307692307692308,0.0,0.19726027397260273,0.0,150
0.8,0.125,0.0,0.0,35
0.12307692307692308,0.0,0.010958904109589041,0.5,80
0.0,0.0,0.0,0.5,94
0.015384615384615385,0.25,0.14246575342465753,0.5,85
0.015384615384615385,0.0,0.9589041095890412,0.0,120
0.0,0.0,0.0,0.5,290
0.09230769230769231,0.375,0.9178082191780822,0.0,65
0.7076923076923077,0.375,0.8246575342465754,0.0,49
0.12307692307692308,0.0,0.0,0.5,125
0.4461538461538462,0.375,0.049315068493150684,0.0,80
0.046153846153846156,0.0,0.9972602739726028,0.0,75
0.676923076923077,0.0,0.0,0.0,89
0.4461538461538462,0.5,0.1315068493150685,0.0,142
0.0,0.0,0.4904109589041096,0.5,119
0.0,0.0,0.0,0.5,195
0.06153846153846154,0.0,0.008219178082191782,0.5,170
0.2153846153846154,0.0,0.0,0.5,200
0.0,0.0,0.23835616438356164,0.5,280
0.0,0.25,0.0,0.5,90
0.0,0.0,0.0,0.0,60
0.5692307692307692,0.0,0.0,0.0,65
0.03076923076923077,0.0,0.5342465753424658,0.5,295
0.8769230769230769,0.0,0.15342465753424658,0.0,85
0.0,0.0,0.0,0.0,250
0.47692307692307695,0.0,0.4547945205479452,0.5,350
0.4153846153846154,0.0,0.0,0.0,78
0.0,0.0,0.2219178082191781,0.0,50
0.6615384615384616,0.0,0.3287671232876712,0.0,100
0.13846153846153847,0.25,0.17534246575342466,0.0,42
0.015384615384615385,0.0,0.0,0.5,175
0.16923076923076924,0.0,0.010958904109589041,0.5,115
0.6615384615384616,0.125,0.09041095890410959,0.0,42
0.046153846153846156,0.25,0.936986301369863,0.0,86
0.24615384615384617,0.0,0.9397260273972603,0.0,50
0.07692307692307693,0.0,0.0027397260273972603,0.5,110
0.9846153846153847,0.125,0.019178082191780823,0.5,310
0.0,0.0,0.0,0.0,55
0.046153846153846156,0.0,0.0,0.5,150
0.4153846153846154,0.0,0.2,0.5,72
0.18461538461538463,0.0,0.0,0.5,170
0.23076923076923078,0.125,0.019178082191780823,0.5,140
0.03076923076923077,0.0,0.473972602739726,0.5,200
0.015384615384615385,0.625,0.11232876712328767,0.0,109
0.0,0.0,0.0,0.5,69
0.015384615384615385,0.0,0.0,0.5,250
0.015384615384615385,0.125,0.10684931506849316,0.0,68
0.9692307692307693,0.125,0.0136986301369863,0.5,100
0.16923076923076924,0.0,0.0,0.5,159
0.046153846153846156,0.0,0.8465753424657534,0.5,289
0.0,0.0,0.0,0.5,75
0.07692307692307693,0.375,0.473972602739726,0.5,300
0.015384615384615385,0.0,0.7041095890410959,0.5,500
0.046153846153846156,0.0,0.0,0.5,135
0.5692307692307692,0.375,0.4328767123287671,0.0,45
0.4307692307692308,0.125,0.7424657534246576,0.5,207
0.0,0.0,0.9589041095890412,0.5,175
0.0,0.0,0.0,0.0,50
0.0,0.125,0.0,0.5,125
0.06153846153846154,0.0,0.0,0.5,200
0.0,0.5,0.5780821917808219,0.0,90
0.0,0.0,0.4383561643835616,0.5,320
0.03076923076923077,0.0,0.06575342465753425,0.5,125
0.3076923076923077,0.25,0.7726027397260274,0.0,65
0.7846153846153847,0.0,0.7972602739726028,0.5,138
0.9384615384615385,0.0,0.07123287671232877,0.0,30
0.5384615384615385,0.0,0.8547945205479452,0.0,90
0.15384615384615385,0.125,0.06301369863013699,0.0,60
0.07692307692307693,0.0,0.13424657534246576,0.0,110
0.03076923076923077,0.0,0.0,0.0,45
0.015384615384615385,0.0,0.0,0.0,60
0.015384615384615385,0.0,0.0,0.0,57
0.0,0.0,0.0,0.0,67
0.03076923076923077,0.0,0.0,0.5,100
0.13846153846153847,0.0,0.005479452054794521,0.5,200
0.7076923076923077,0.0,0.3315068493150685,0.5,250
0.07692307692307693,0.0,0.008219178082191782,0.5,150
0.07692307692307693,0.0,0.0,0.5,99
0.5076923076923077,0.0,0.2602739726027397,0.5,265
0.5692307692307692,0.0,0.0,0.5,128
0.0,0.5,1.0,0.0,130
0.2923076923076923,0.75,0.9863013698630138,0.0,49
0.24615384615384617,0.0,0.0,0.0,50
0.4,0.0,0.589041095890411,0.0,98
0.0,0.0,0.06027397260273973,0.5,345
0.06153846153846154,0.0,0.0,0.5,150
0.49230769230769234,0.25,0.11232876712328767,0.5,275
0.47692307692307695,0.0,0.6958904109589041,0.5,175
0.1076923076923077,0.0,0.016438356164383564,0.0,95
0.03076923076923077,0.0,0.19452054794520549,0.5,225
0.015384615384615385,0.0,1.0,0.0,80
0.06153846153846154,0.0,0.09863013698630137,0.5,145
0.6615384615384616,0.0,0.0,0.5,115
0.4307692307692308,0.0,0.9698630136986301,0.5,399
0.015384615384615385,0.0,0.0,0.5,90
0.9692307692307693,0.0,0.5917808219178082,0.5,269
0.12307692307692308,0.0,0.0,0.5,88
0.09230769230769231,0.0,0.0,0.5,119
0.27692307692307694,0.0,0.0,0.0,70
0.9692307692307693,0.625,0.9753424657534246,0.0,120
0.7846153846153847,0.125,0.07945205479452055,0.0,145
0.03076923076923077,0.0,0.0,0.0,50
0.06153846153846154,0.0,0.08767123287671233,0.0,50
0.2923076923076923,0.0,0.9287671232876712,0.0,120
0.35384615384615387,0.0,0.7178082191780822,0.5,49
0.0,0.0,0.8767123287671232,0.5,120
0.2153846153846154,0.125,0.5945205479452055,0.0,75
0.6615384615384616,0.25,0.1589041095890411,0.0,55
0.015384615384615385,0.0,0.0,0.0,43
0.4,0.875,0.0,0.0,40
0.2153846153846154,0.25,0.0,0.0,65
0.046153846153846156,0.125,0.9945205479452055,0.0,65
0.18461538461538463,0.0,0.0,0.0,49
0.5846153846153846,0.0,0.0684931506849315,0.5,90
0.0,0.0,0.0,0.0,70
0.0,0.0,0.4904109589041096,0.5,1308
0.2153846153846154,0.0,0.24657534246575344,0.5,650
0.5692307692307692,0.125,0.8164383561643835,0.0,49
0.1076923076923077,0.25,0.0,0.0,90
0.12307692307692308,0.125,0.0,0.5,120
0.36923076923076925,0.0,0.34794520547945207,0.5,275
0.4307692307692308,0.0,0.010958904109589041,0.5,250
0.15384615384615385,0.0,0.2273972602739726,0.5,250
0.35384615384615387,0.0,0.2547945205479452,0.0,110
0.0,0.0,0.0,0.5,125
0.0,0.0,0.44931506849315067,1.0,69
0.15384615384615385,0.0,0.0,0.5,125
0.4461538461538462,0.0,0.1726027397260274,0.5,189
0.8153846153846154,0.0,0.0,0.0,75
0.0,0.0,0.0,0.0,80
0.0,0.125,0.4904109589041096,0.0,90
0.27692307692307694,0.0,0.0,0.0,100
0.06153846153846154,0.0,0.03287671232876713,0.0,87
0.3076923076923077,0.0,0.2684931506849315,0.0,99
0.015384615384615385,0.0,0.0,0.0,60
0.0,0.0,0.33424657534246577,0.5,199
0.015384615384615385,0.0,0.23835616438356164,0.0,80
0.7076923076923077,0.0,0.9397260273972603,0.0,75
0.18461538461538463,0.5,0.7178082191780822,0.0,65
0.06153846153846154,0.0,0.0,0.5,125
0.03076923076923077,0.0,0.0,0.0,39
0.03076923076923077,0.0,0.1589041095890411,0.0,150
0.0,0.0,0.0,0.5,100
0.0,0.125,0.0,0.0,35
0.16923076923076924,0.0,0.25753424657534246,0.5,300
0.046153846153846156,0.0,0.03561643835616438,0.5,200
0.6615384615384616,0.0,0.0684931506849315,0.5,159
0.015384615384615385,0.0,0.0,0.5,149
0.12307692307692308,0.125,0.052054794520547946,0.0,65
0.015384615384615385,0.0,0.0136986301369863,0.5,200
0.046153846153846156,0.0,0.9972602739726028,0.0,65
0.0,0.0,0.10410958904109589,1.0,90
0.015384615384615385,0.0,0.0,0.0,95
0.0,0.0,0.016438356164383564,0.5,195
0.16923076923076924,0.0,0.989041095890411,0.0,87
0.046153846153846156,0.375,0.7397260273972602,0.0,50
0.03076923076923077,0.0,0.0,0.0,35
0.7076923076923077,0.0,0.0,0.5,180
0.07692307692307693,0.0,0.0,0.0,35
0.12307692307692308,0.0,0.3972602739726027,0.5,399
0.0,0.0,0.0,0.0,70
0.015384615384615385,0.0,0.019178082191780823,0.5,285
0.03076923076923077,0.0,0.0,0.5,300
0.5538461538461539,0.0,0.9972602739726028,0.0,51
0.0,0.25,0.057534246575342465,0.0,60
0.0,0.0,0.0,0.0,80
0.0,0.0,0.0,0.0,65
0.8307692307692308,0.125,0.06027397260273973,1.0,45
0.015384615384615385,0.0,0.18356164383561643,0.0,95
0.07692307692307693,0.0,0.0,0.0,60
0.015384615384615385,0.0,0.23835616438356164,0.0,55
0.0,0.0,0.0,0.5,325
0.0,0.0,0.15342465753424658,0.0,80
0.2,0.125,0.8904109589041096,0.0,75
0.27692307692307694,0.0,0.7698630136986302,0.5,160
0.13846153846153847,0.0,0.9424657534246575,0.5,125
0.0,0.0,0.24383561643835616,0.5,159
0.09230769230769231,0.0,0.0,0.0,75
0.046153846153846156,0.0,0.0,0.0,70
0.015384615384615385,0.0,0.03287671232876713,0.0,85
0.015384615384615385,0.25,0.9452054794520548,1.0,39
0.0,0.0,0.0,0.5,180
0.24615384615384617,0.0,0.0,0.5,100
0.09230769230769231,0.875,0.1917808219178082,0.5,89
0.12307692307692308,0.0,0.008219178082191782,0.0,65
0.2153846153846154,0.0,0.0,0.5,160
0.24615384615384617,0.25,0.0,0.5,275
0.06153846153846154,0.0,0.0,0.5,145
0.0,0.0,0.0,0.5,160
0.0,0.0,0.0273972602739726,0.5,143
0.0,0.0,0.0,0.0,65
0.3384615384615385,0.0,0.8,0.5,150
0.13846153846153847,0.25,0.0,0.0,199
0.13846153846153847,0.125,0.0,1.0,50
0.07692307692307693,0.0,0.4,1.0,25
0.0,0.0,1.0,0.0,125
0.16923076923076924,0.0,0.17534246575342466,0.5,600
0.12307692307692308,0.0,0.0,0.5,90
0.03076923076923077,0.0,0.0,0.5,40
1.0,0.0,0.7095890410958904,0.5,190
0.47692307692307695,0.125,0.5178082191780822,0.0,110
0.38461538461538464,0.0,0.8794520547945206,0.5,345
0.03076923076923077,0.0,0.28493150684931506,0.5,114
0.0,0.0,0.24657534246575344,0.0,100
0.03076923076923077,0.0,0.23835616438356164,0.0,100
0.0,0.125,0.2219178082191781,0.0,60
0.7692307692307693,0.0,0.1178082191780822,0.0,90
0.1076923076923077,0.25,0.7808219178082192,0.5,76
0.046153846153846156,0.25,0.0,0.5,350
0.06153846153846154,0.0,0.1452054794520548,0.0,42
0.0,0.0,0.10136986301369863,0.5,89
0.03076923076923077,0.0,0.0,0.0,34
0.046153846153846156,0.25,0.24657534246575344,0.0,75
0.046153846153846156,0.0,0.0,0.5,120
0.2923076923076923,0.125,0.030136986301369864,0.5,199
0.06153846153846154,0.0,0.0,0.5,100
0.0,0.0,0.0,0.5,150
0.07692307692307693,0.0,0.0,0.5,129
0.15384615384615385,0.25,0.19452054794520549,0.0,50
0.15384615384615385,0.0,0.9452054794520548,0.5,200
0.015384615384615385,0.0,0.0,0.0,55
0.06153846153846154,0.0,0.0,0.5,125
0.13846153846153847,0.0,0.936986301369863,0.0,85
0.06153846153846154,0.75,0.9808219178082191,0.0,359
0.15384615384615385,0.0,0.4383561643835616,0.5,100
0.38461538461538464,0.125,0.2136986301369863,1.0,40
0.07692307692307693,0.0,0.0,0.5,10
0.2923076923076923,0.0,0.0,0.0,100
0.4153846153846154,0.0,0.9205479452054794,0.5,200
0.015384615384615385,0.125,0.0,0.0,29
0.6461538461538462,0.0,0.3178082191780822,0.5,355
0.0,0.0,0.0,0.5,74
0.12307692307692308,0.0,0.0,0.0,70
0.015384615384615385,0.125,0.0,0.0,85
0.046153846153846156,0.0,0.0,0.5,250
0.06153846153846154,0.125,0.0,0.5,150
0.23076923076923078,0.0,0.0,0.0,75
0.06153846153846154,0.0,0.019178082191780823,0.5,274
0.13846153846153847,0.0,0.0,0.0,55
0.0,0.0,0.0,0.5,80
0.0,0.0,0.0,0.0,180
0.09230769230769231,0.0,0.0,0.5,150
0.27692307692307694,0.0,0.7616438356164383,0.0,65
0.2153846153846154,0.375,1.0,0.0,65
0.0,0.0,0.0,0.5,199
0.36923076923076925,0.0,0.11506849315068493,0.5,250
0.06153846153846154,0.0,0.36712328767123287,0.0,70
0.7384615384615385,0.125,0.0,0.0,58
0.676923076923077,0.375,0.8904109589041096,0.0,35
0.06153846153846154,0.0,0.0,0.5,180
0.09230769230769231,0.0,0.23835616438356164,0.5,225
0.03076923076923077,0.0,0.0,0.0,250
0.015384615384615385,0.0,0.0,0.0,45
0.0,0.0,0.9917808219178083,1.0,60
0.03076923076923077,0.0,0.0,0.0,80
0.5846153846153846,0.75,0.12876712328767123,0.0,60
0.26153846153846155,0.0,0.915068493150685,0.0,40
0.03076923076923077,0.0,0.0,0.0,50
0.0,0.125,0.9424657534246575,0.5,198
0.0,0.125,0.11506849315068493,0.5,130
0.03076923076923077,0.0,0.18356164383561643,1.0,150
0.3076923076923077,0.875,0.5178082191780822,0.0,95
0.0,0.625,0.7945205479452054,0.0,100
0.0,0.0,0.4904109589041096,0.0,450
0.07692307692307693,0.0,0.0,0.0,60
0.07692307692307693,0.125,0.17534246575342466,0.5,130
0.03076923076923077,0.0,0.0,0.0,85
0.6307692307692307,0.0,0.9671232876712329,0.0,65
0.06153846153846154,0.0,0.0,0.0,70
0.1076923076923077,0.0,0.0,0.0,41
0.0,0.125,0.0,1.0,60
